ID;Tipo;ROL;NOMBRE;RUT;DIRECCION;CODIGO_SII;ACTIVIDAD;FECHA_INGR;POINT_X;POINT_Y
150;INDUSTRIAL;1-001438;CUEVAS MARTINEZ SARA DEL CARM;;LOS CARRERA  460;452002,000000;PELUQUERIA;01/01/1993;-73,05451590000;-36,82465710000
151;INDUSTRIAL;1-001450;TRANSELEC SA;76555400-4;CAMILO HENRIQUEZ  1101;351011,000000;TRANSM ENERGIA ELECT;;-73,03597470000;-36,81106010000
152;INDUSTRIAL;1-001465;INVERSIONES F Y P SAN PEDRO LIMITADA;76055029-9;VICTOR LAMAS  301;107100,000000;FABRICA DE EMPANA;;-73,05147530000;-36,83360180000
153;INDUSTRIAL;1-001469;GONZALEZ PALAZZI MARIA ELENA;;CAUPOLICAN 1058;181101,000000;T.IMPRENTA;01/01/1993;-73,05468410000;-36,82119090000
154;INDUSTRIAL;1-001477;BOBADILLA JARA CARLOS OMAR;;VENTUS 1653;952300,000000;T.REP DE CALZADO;01/01/1994;-73,04910760000;-36,80392720000
155;INDUSTRIAL;1-001495;HERRERA PINO PEDRO ANTONIO;;MAIPU 470;960200,000000;PELUQUERIA;01/07/1993;-73,05378660000;-36,82548330000
156;INDUSTRIAL;1-001496;MARTINEZ MEDINA ANA MARIA;;LAS AZUCENAS  89;107100,000000;PANADERIA;01/07/1993;-73,02183720000;-36,77500730000
157;INDUSTRIAL;1-001509;PANIFICADORA Y COMERCIAL DON BRANDOW LIMITADA;76101117-0;MARIANO LATORRE  2003;477399,000000;;;-73,05166530000;-36,79763150000
158;INDUSTRIAL;1-001511;AUTOMOTRIZ FERNANDO KORNER LIMITADA;76055926-1;ANGOL 920;452002,000000;TALLER MECANICO;13;-73,05752240000;-36,82419100000
159;INDUSTRIAL;1-001529;CERDA VÉLIZ CÉSAR RICARDO;;COLO COLO  454;477399,000000;TALLER JOYERIA;03/03/1994;-73,04814990000;-36,82643380000
160;INDUSTRIAL;1-001533;SIERRA DIAZ MIRTA ELIANA;;ANIBAL PINTO  341;960100,000000;VENTA DE ALBUNES, LIBRERIA,;;-73,04892320000;-36,82801720000
161;INDUSTRIAL;1-001536;CASINER ARRIAGADA MARCELA  DEL CARM;;TUCAPEL 667;952200,000000;SERVICIO TECNICO;08/04/1;-73,04734210000;-36,82309460000
162;INDUSTRIAL;1-001544;MARTIN FERRO FERNANDO;;CAUPOLICAN 334;960100,000000;LAVANDERIA ARTESANAL;04/05/1994;-73,04995470000;-36,82839250000
163;INDUSTRIAL;1-001547;CENTRO DE BELLEZA INTEGRAL SUAREZ  LIMITADA;78441320-9;COLO COLO  571;960200,000000;SALON DE BELLEZA;;-73,04923000000;-36,82516700000
164;INDUSTRIAL;1-001554;MIRTHA CRUCES E HIJA LIMI TADA;76062790-9;COLO COLO  156;960200,000000;PELUQUERIA;08/0;-73,04634410000;-36,82935770000
165;INDUSTRIAL;1-001561;FERNANDEZ NEIRA HERNALDA DEL CARMEN;;BARROS ARANA  741;141001,000000;TALLER DE COSTURA;;-73,04937420000;-36,82605470000
166;INDUSTRIAL;1-001562;PARRA SANHUEZA MARIA  MARISOL;;VENTUS 1871;960200,000000;PELUQUERIA;14/07/1994;-73,04563540000;-36,80327860000
167;INDUSTRIAL;1-001598;SIERRA FILGEIRA NELSON PATRICIO;;FREIRE 522;960200,000000;PELUQUERIA;26/01/1995;-73,05281680000;-36,82633470000
168;INDUSTRIAL;1-001604;ESQUERRE HERMANOS LIMITADA;80325400-1;ARTURO PRAT   930;143000,000000;FABRICA DE ROPA;;-73,06142120000;-36,82555240000
169;INDUSTRIAL;1-001647;RIQUELME SALDÍAS FRANKLIN SEBASTIÚN;;FREIRE 728;952900,000000;TALLER RELOJERIA;12/07/1;-73,05011140000;-36,82525720000
170;INDUSTRIAL;1-001650;CHÚVEZ VALLEJOS JOSÉ SANTOS;;MANUEL RODRIGUEZ  175;952900,000000;TAPICERIA;13;-73,06251400000;-36,81963360000
171;INDUSTRIAL;1-001658;MATAMALA CONTRERAS ALFREDO ENRIQUE;;FREIRE 522;452002,000000;SALON DE BELLEZA;24/07/1995;-73,05281680000;-36,82633470000
172;INDUSTRIAL;1-001661;INGESER LTDA.;77561440-4;TUCAPEL 1531;452002,000000;SERV DE MAQUINAS;27/07/1995;-73,05296810000;-36,81426030000
173;INDUSTRIAL;1-001686;PANTOJA LOPEZ JULIA LEONOR;;LOS LIRIOS  291;960100,000000;LAVANDERIA ARTESANAL;10/10/;-73,01904160000;-36,82286830000
174;INDUSTRIAL;1-001689;MARTINEZ ITURAIN MARIA SOLEDAD;;O HIGGINS      770;960200,000000;SALON DE BELLEZA;;-73,04818340000;-36,82717650000
175;INDUSTRIAL;1-001694;FERNÚNDEZ MILLÚN LORENZO SEGUNDO;;BRASIL 1011;952900,000000;TALLER SERV TURBOS;01/12/;-73,05389700000;-36,81222800000
176;INDUSTRIAL;1-001712;SALGADO RIVAS INGRID   FANCY;;JANEQUEO    768;960100,000000;LAVANDERIA ARTES.;16/02;-73,04258000000;-36,81988140000
177;INDUSTRIAL;1-001722;SAAVEDRA TOLEDO BERTA ISABEL;;BARROS ARANA  971;141001,000000;TALLER DE CONFECCION;;-73,04686900000;-36,82455350000
178;INDUSTRIAL;1-001723;NEUMANN Y WEASON LTDA.;78305690-9;ONGOLMO 2155;282100,000000;FAB. SECADORES;25/03/1996;-73,05510090000;-36,80669550000
179;INDUSTRIAL;1-001747;MUÑOZ OTAROLA NANCY CATALINA;;ARTURO PEREZ CANTO   970;960200,000000;PELUQUERIA;;-73,01879670000;-36,82153610000
180;INDUSTRIAL;1-001750;CORDOVA ASTUDILLO ANGELA   DEL CARMEN;;JUAN DE DIOS RIVERA;960200,000000;PELUQUERIA;;-73,04902320000;-36,80767670000
181;INDUSTRIAL;1-001754;AGUAYO BELTRAN MARIA DEL CARMEN;;MAIPU 1720;960200,000000;PELUQUERIA;12/07/1996;-73,03824500000;-36,81895090000
182;INDUSTRIAL;1-001779;RECTIF.DE MOTORES CULATAS ORIENTE SA;96770540-3;ARGENTINA 950;952900,000000;T. RECTIFICACION;;-73,05394800000;-36,81384170000
183;INDUSTRIAL;1-001780;SAEZ NEIRA PATRICIO GASTON;;PASAJE AINAVILLO  188;107100,000000;PANADERIA;22/08;-73,04343840000;-36,80887110000
184;INDUSTRIAL;1-001793;RIFO VÚSQUEZ HUGO CÉSAR;;ZAÑARTU  248;960200,000000;PELUQUERIA;27/09/1996;-73,06350990000;-36,82795000000
185;INDUSTRIAL;1-001818;ULLOA PICERO HÉCTOR REINALDO;;BARROS ARANA  756;952900,000000;T.RELOJERIA;08/01/19;-73,04894280000;-36,82638580000
186;INDUSTRIAL;1-001820;KAUFMANN S.A.VEHICULOS MOTORIZADOS;92475000-6;PAICAVI 3075;452002,000000;T.MECANICO;8;-73,05862880000;-36,79983440000
187;INDUSTRIAL;1-001824;COMERCIAL E INDUSTRIAL BELEN LIMITADA;78268280-6;ANGOL 1523;952900,000000;T. DE CONFECCIONES;;-73,06159230000;-36,81833900000
188;INDUSTRIAL;1-001827;RIQUELME FLORES LINET DE LAS MERCEDES;;FREIRE 522;960200,000000;PELUQUERIA;05/02/1997;-73,05281680000;-36,82633470000
189;INDUSTRIAL;1-001833;TORRES QUINTRILEO JUAN ROBERTO;;RENGO 578;960200,000000;SALON DE BELLEZA;19/02/1997;-73,05281810000;-36,82655750000
190;INDUSTRIAL;1-001840;VALERIA SANCHEZ ROSSANA ELIZABETH;;RENGO 578;960200,000000;SALON DE BELLEZA;19/03/1997;-73,05281810000;-36,82655750000
191;INDUSTRIAL;1-001859;MUNOZ SAAVEDRA LAURA DEL ROSARIO;;RENGO 578;960200,000000;SALON DE BELLEZA;25/04/1997;-73,05281810000;-36,82655750000
192;INDUSTRIAL;1-001876;C0MERCIAL ASSUAN LIMITADA;76696860-0;ANIBAL PINTO  660;107100,000000;FABRICA DE CHURROS;;-73,05069680000;-36,82466380000
193;INDUSTRIAL;1-001879;MENDOZA ANDRADE CLAUDIO PATRICIO;;RENGO 578;960200,000000;PELUQUERIA;07/07/1997;-73,05281810000;-36,82655750000
194;INDUSTRIAL;1-001885;AMESTICA SANHUEZA MARIA TERESA;;MAIPU 1245;952900,000000;T.COMPOSTURA ROPA;16/07/1997;-73,04438060000;-36,82136590000
195;INDUSTRIAL;1-001890;CUEVAS MONRROY MARILY DEL CARMEN;;BARROS ARANA  935;960200,000000;PELUQUERIA;05/08/;-73,04703630000;-36,82502770000
196;INDUSTRIAL;1-001893;SERRANO PÉREZ FABIOLA;;COLO COLO  379;952900,000000;TALLER DE MODAS;07/08/1997;-73,04804570000;-36,82706140000
197;INDUSTRIAL;1-001895;MICRO EMPRESAS INGEALUM S. A.;96554580-8;ONGOLMO 1710;952900,000000;T.ESTRUCTURAS ALUMIN;;-73,05152690000;-36,81113820000
198;INDUSTRIAL;1-001904;HERNANDEZ PONCE DE LEON NADIA ELEONORA;;FREIRE 1360;960100,000000;LAVANDERIA ARTESANAL;;-73,04207270000;-36,82205430000
199;INDUSTRIAL;1-001915;INGENIERIA Y COMERCIAL ASYS SPA;78146450-3;CASTELLON 1830;259900,000000;MAESTRANZA;0;-73,05607070000;-36,81145680000
200;INDUSTRIAL;1-001922;MARGARITA ROSAS VASQUEZ;;RENGO 578;960200,000000;PELUQUERIA;22/01/1998;-73,05281810000;-36,82655750000
201;INDUSTRIAL;1-001924;MAESTRANZA INDUSTRIAL LIM ITADA;77083620-4;;281900,000000;T.TORNERIA MECANICA;02/02/1998;-73,04439040000;-36,82013520000
202;INDUSTRIAL;1-001933;VILLA BASTIDAS CECILIA;;RENGO 578;960200,000000;SALON DE BELLEZA;04/03/1998;-73,05281810000;-36,82655750000
203;INDUSTRIAL;1-001947;LOYOLA MEDINA CLOTILDE DE LAS M;;FREIRE 522;960200,000000;PELUQUERIA;12/05/1998;-73,05281680000;-36,82633470000
204;INDUSTRIAL;1-001956;SANHUEZA GONZALEZ RAMON  ENRIQUE;;GENERAL NOVOA  725;952900,000000;TALLER HOJALATERIA;;-73,02123020000;-36,81894710000
205;INDUSTRIAL;1-001960;MATAMALA SAAVEDRA SUSANA JESSICA;;FREIRE 1032;960200,000000;PELUQUERIA;16/07/1998;-73,04630200000;-36,82363110000
206;INDUSTRIAL;1-001962;HENRIQUEZ ROSAS DAVID FERNANDO;;LAUTARO 1910;452002,000000;SERV ALINEAMIENTO;16/07/199;-73,04895950000;-36,80750570000
207;INDUSTRIAL;1-001964;PARRA SEPÚLVEDA VÍCTOR MANUEL;;CAUPOLICAN 556;960200,000000;PELUQUERIA;27/07/1998;-73,05113500000;-36,82605750000
208;INDUSTRIAL;1-001973;INGENIERIA Y MAESTRANZA LIMITADA;79985500-3;GALVARINO 2183;960200,000000;INGENIERIA Y TORNERI;;-73,05000540000;-36,80474340000
209;INDUSTRIAL;1-001974;BARBAGELATA DEL SOLAR PEDRO ESTEBAN;;LAS HERAS  945;452002,000000;T. MECANICO;10/09/19;-73,04946040000;-36,82090660000
210;INDUSTRIAL;1-001976;RIFFO RIVERA XIMENA ANDREA;;FREIRE 732;952900,000000;REPARADORA CALZADO;25/09/1998;-73,05006810000;-36,82523720000
211;INDUSTRIAL;1-001983;EMPRESA DE SERVICIOS AUTOMOTRICES LIMITADA;77736210-0;BULNES 1079;452002,000000;SERVICIO TECNICO;;-73,04949770000;-36,81819650000
212;INDUSTRIAL;1-001987;MAESTRANZA CORDERO Y COMPAÑIA LIMITADA;76492304-9;JANEQUEO    2297;141001,000000;MAESTRANZA;;-73,05279520000;-36,80468040000
213;INDUSTRIAL;1-001994;BARRIOS TORRES ELIZABETH ANGÉLICA;;RENGO 578;960200,000000;PELUQUERIA;09/12/1998;-73,05281810000;-36,82655750000
214;INDUSTRIAL;1-001997;GRAFICA SANTA BERTA LTDA.;78484440-4;ELEUTERIO RAMIREZ  192;181101,000000;IMPRENTA;;-73,05940340000;-36,83411340000
215;INDUSTRIAL;1-001998;GONZALEZ VINE JUAN ESTEBAN;;FREIRE 522;960200,000000;PELUQUERIA;12/01/1999;-73,05281680000;-36,82633470000
216;INDUSTRIAL;1-001999;CAMPAÑA Y COMPAÑIA LIMITADA;76500109-9;FREIRE 247;952200,000000;T.REP ELECTRICA;14/01/;-73,05607020000;-36,82753140000
217;INDUSTRIAL;1-002016;RODRÍGUEZ ARAVENA SERGIO EDUARDO;;BARROS ARANA  565;960200,000000;PELUQUERIA;06/04;-73,05176240000;-36,82692790000
218;INDUSTRIAL;1-002021;EMPRESA DE OPERACIONES Y SERVICIOS GENERALES LIMITADA;77257800-8;CHACABUCO 216;960100,000000;LAVASE;;-73,05319530000;-36,83303110000
219;INDUSTRIAL;1-002024;BUSES BIO BIO LIMITADA;79510320-1;SOTOMAYOR 69;452002,000000;TALLER MECANICO Y;23/04/1;-73,07176320000;-36,81260060000
220;INDUSTRIAL;1-002025;ARENAS ESPARZA MARIA ADRIANA;;ANIBAL PINTO  576;141001,000000;TALLER ARTESANAL;04/0;-73,05005120000;-36,82550910000
221;INDUSTRIAL;1-002026;SOCIEDAD PETREOS S. A.;93933000-3;GENERAL BONILLA  2556;421000,000000;PLANTA DE HORMIGONES;;-73,02401570000;-36,81276950000
222;INDUSTRIAL;1-002031;MARITANO Y EBENSPERGER LIMITADA;86519000-K;BULNES 1271;452002,000000;T.SERV DESABOLLADURA;;-73,04709260000;-36,81696930000
223;INDUSTRIAL;1-002033;TORRES HERNANDEZ MARCO AURELIO;;ABDON CIFUENTES  2047;952900,000000;TALLER VULCANIZACION;;-73,04523770000;-36,79447430000
224;INDUSTRIAL;1-002034;RUBILAR DURÚN JEANNETTE KARINA;;RENGO 578;960909,000000;PELUQUERIA;01/06/1999;-73,05281810000;-36,82655750000
225;INDUSTRIAL;1-002037;GENERAL BURGOS MIRTA CRISTINA;;GENERAL NOVOA  397;960200,000000;PELUQUERIA;11/06/1;-73,02613910000;-36,81712320000
226;INDUSTRIAL;1-002039;CRISTIAN WESTERMEYER MASSA PANADERIA MASSITAS E.I.R.L.;76324726-0;ANIBAL PINTO  1227;107100,000000;;;-73,05505190000;-36,81891510000
227;INDUSTRIAL;1-002047;ESPINOZA GUERRA HERIBERTO DEL CARMEN;;TUCAPEL 1781;952900,000000;REP DE BOMBAS;08/07/1;-73,05471110000;-36,81165280000
228;INDUSTRIAL;1-002048;VALDES PARRA PATRICIA DEL PILAR;;RENGO 672;812100,000000;T.REP PRENDAS VESTIR;14/07/1999;-73,05318710000;-36,82572250000
229;INDUSTRIAL;1-002051;ESPINOZA PANES MIGUEL ANGEL;;AINAVILLO 1651;952900,000000;TALLER AUTOMOTRIZ;19/07/19;-73,04631560000;-36,81004930000
230;INDUSTRIAL;1-002052;MACAYA TORRES JUAN CARLOS;;BULNES 1122;107100,000000;AMASANDERIA;23/07/1999;-73,04860600000;-36,81809600000
231;INDUSTRIAL;1-002053;MACAYA TORRES JUAN CARLOS;;BULNES 1134;107100,000000;FABRICA DE EMPANADAS;23/07/1999;-73,04845870000;-36,81790740000
232;INDUSTRIAL;1-002055;COIFFEUR E INOSTROZA ESTILISTAS LIMITADA;76267892-6;SAN MARTIN  314;960200,000000;PELUQUERIA;;-73,05332550000;-36,83048180000
233;INDUSTRIAL;1-002061;SOCIEDAD JARA Y JARA LIMITADA;77699940-7;AINAVILLO 2154;960200,000000;T.REP VITRINAS;;-73,04827910000;-36,80435870000
234;INDUSTRIAL;1-002074;VILLANUEVA ORELLANA GONZALO ALBERTO;;PRIETO 1271;960200,000000;PELUQUERIA;03/09/1999;-73,03988100000;-36,81219500000
235;INDUSTRIAL;1-002077;GONZALEZ CONTRERAS ROSE MARIE;;ANGOL 1296;960200,000000;PELUQUERIA;10/09/1999;-73,05988450000;-36,82040420000
236;INDUSTRIAL;1-002078;CUEVAS MARTINEZ SARA DEL CARM;;LOS CARRERA  460;960200,000000;PELUQUERIA;16/09/1999;-73,05451590000;-36,82465710000
237;INDUSTRIAL;1-002080;PARDO BUSTOS EXEQUIEL;;1;310001,000000;TAPICERIA;20/09/1999;-73,03646880000;-36,79939280000
238;INDUSTRIAL;1-002083;RAGUILEO QUINTUPIL LUIS ENRIQUE;;ARGENTINA 480;281900,000000;REPARAC MAQUINAS IND;21/;-73,05974190000;-36,81652560000
239;INDUSTRIAL;1-002099;PÉREZ SALGADO NELSON ENRIQUE;;CARDENIO AVELLO  297;452002,000000;TALLER MECANICO, AFINAMIENTO;;-73,03517420000;-36,81275380000
240;INDUSTRIAL;1-002101;SOTO DE LA ROSA HÉCTOR ORLANDO;;EJERCITO 990;952900,000000;T. REPARACIONES;22/11/1999;-73,05501120000;-36,81153930000
241;INDUSTRIAL;1-002112;PROVOSTE CASTRO LUISA DEL CARMEN;;BELLISTA 1854;107100,000000;PANADERIA;18/01/2000;-73,04673640000;-36,80221940000
242;INDUSTRIAL;1-002115;ROJAS DIBARRART LUIS NEMESIO;;ARGENTINA 884;952900,000000;T.TORNERIA MECANICA;19/01/2;-73,05492800000;-36,81415860000
243;INDUSTRIAL;1-002123;TAPIA FAÚNDEZ WALDO ENRIQUE;;GALERIA ALESSANDRI   38;952900,000000;TALLER DE LLAVES;;-73,06056340000;-36,77823460000
244;INDUSTRIAL;1-002128;TAPIA VILLAGRA CAROLYN DEL PILAR;;GALERIA ALESSANDRI   7;952900,000000;T.CERRAJERIA;;-73,06056340000;-36,77823460000
245;INDUSTRIAL;1-002140;METALMECANICA ABURTO Y AB URTO LIMITADA;76545380-1;BULNES 284;282100,000000;TALLER MAQUINAS;;-73,05898620000;-36,82257640000
246;INDUSTRIAL;1-002144;MONTOYA NUNEZ ROSARIO SEGUNDO;;BANDERA 999;452002,000000;T. DE VULCANIZACION;10/04/2000;-73,05292190000;-36,81433530000
247;INDUSTRIAL;1-002145;LOBOS DEL FIERRO LORETO ISABEL;;COCHARANE 680;952900,000000;TALLER DE BORDADOS;10/04/;-73,04813250000;-36,82950750000
248;INDUSTRIAL;1-002150;SALON DE PELUQUERIA Y VENTA DE PROD.AFINES CORNEJO Y CORNEJO;76389136-4;COCHARANE 1049;960200,000000;;;-73,04359460000;-36,82738370000
249;INDUSTRIAL;1-002152;BURBOA PEÑAILILLO GERMÚN ALFREDO;;LAS HERAS  141;952900,000000;TALLER DE TORNERIA;17;-73,05972410000;-36,82515610000
250;INDUSTRIAL;1-002154;PERALTA FERNÚNDEZ SERGIO ENRIQUE;;TUCAPEL 1558;952900,000000;TALLER ELECTRICO;18/05/2;-73,05282900000;-36,81404900000
251;INDUSTRIAL;1-002164;NEIRA MARDONES TERESA ELIANA;;FREIRE 522;960200,000000;PELUQUERIA Y SALON DE BELLEZA;03/;-73,05281680000;-36,82633470000
252;INDUSTRIAL;1-002166;ARANEDA LLANOS PASIONAR IRENE;;CAUPOLICAN 567;960200,000000;PELUQUERIA;04/07/2000;-73,05191890000;-36,82637460000
253;INDUSTRIAL;1-002167;SERVICIOS Y REPUESTOS HISUKI LIMITADA;78248880-5;ARGENTINA 1011;452002,000000;TALLER MECANICO;;-73,05322920000;-36,81295570000
254;INDUSTRIAL;1-002169;IMPRESOS SIGLO VEINTIUNO LTDA.;77070240-2;LINCOYAN 1521;181101,000000;IMPRENTA;11/07/;-73,06045720000;-36,81762160000
255;INDUSTRIAL;1-002175;GONZALEZ CACERES AGUSTINA DEL CARMEN;;MAIPU 1543;960100,000000;LAVANDERIA;20/07/2000;-73,04067760000;-36,81971540000
256;INDUSTRIAL;1-002176;ECHEVERRIA SALAS ROSA LEONOR;;PJE 19  2765   POLAG 19;960909,000000;T.DE MUEBLERIA;;-73,07084840000;-36,80722060000
257;INDUSTRIAL;1-002182;OJEDA MEDINA MARIA CRISTINA;;EJERCITO 337;452002,000000;TALLER MECANICO;04/08/2000;-73,06217970000;-36,81625010000
258;INDUSTRIAL;1-002184;RETAMAL NOVOA HUGO ELIJIO;;BULNES 43;952200,000000;INSTALADOR ELECTRICO AUTORIZADO;09/08/;-73,06217970000;-36,82360480000
259;INDUSTRIAL;1-002197;QUIROZ HIDALGO BLANCA NIEVES;;LOS CARRERA  460;960200,000000;PELUQUERIA;06/09/2000;-73,05451590000;-36,82465710000
260;INDUSTRIAL;1-002198;DELGADO REYES ORFELINA DEL CARMEN;;RENGO 781;960200,000000;PELUQUERIA;06/09/2000;-73,05427610000;-36,82458340000
261;INDUSTRIAL;1-002200;PUENTE MERA MARÍA ELENA;;;960200,000000;PELUQUERIA;26/09/2000;-73,04439040000;-36,82013520000
262;INDUSTRIAL;1-002210;TORRES HERNÚNDEZ MARCO ANTONIO;;ALONSO DE RIVERA   2107;452002,000000;TALLER VULCANIZACION;;-73,04201070000;-36,80238340000
263;INDUSTRIAL;1-002217;LOYOLA ALMENDRAS UBERLINDA MARISOL;;935;960200,000000;PELUQUERIA;16/11/2000;-73,04725460000;-36,82528370000
264;INDUSTRIAL;1-002226;SALGADO GUZMÚN ROBERTO ALEJANDRO;;ARGENTINA 860;452002,000000;T.REP MECANICA;23/02/2;-73,05517010000;-36,81428590000
265;INDUSTRIAL;1-002254;VALDERRAMA DAROCH EDITH JEANNETT;;101;107100,000000;AMASANDERIA;25/06/2001;-73,05281680000;-36,82633470000
266;INDUSTRIAL;1-002258;HECTOR GONZALO AGUILERA AGUILERA HOJALATERIA Y MONTAJE ESTRUCTURAL EIR;76043867-7;LOS CARRERA  1071;9529,000000;;;-73,04728410000;-36,82114140000
267;INDUSTRIAL;1-002259;MOLINA MOENA EDUARDO ANTONIO;;SAN MARTIN  580;952900,000000;T.CERRAJERIA,MARQUETERIA;;-73,05015930000;-36,82911980000
268;INDUSTRIAL;1-002268;ARROYO ORTIZ YOLANDA;;ANGEL CRUCHAGA  1488;107100,000000;PANADERIA;27/07/2001;-73,04567750000;-36,79569280000
269;INDUSTRIAL;1-002269;MATAMALA MELLA MARIA    SIXTA;;CAUPOLICAN 321;960200,000000;SALON DE BELLEZA;27/07/2;-73,05034730000;-36,82875550000
270;INDUSTRIAL;1-002270;TORRES ULLOA MOISES   DEL TRANSITO;;21 DE MAYO   2837;259900,000000;T.HOJALATERIA;08/;-72,98800020000;-36,81919140000
271;INDUSTRIAL;1-002271;RIQUELME MERINO ANTONIO S.;;SERRANO 683;952900,000000;TALLER DE FRENOS;09/08/2001;-73,05867840000;-36,82767410000
272;INDUSTRIAL;1-002274;OLIVARES ACUNA MARITZA DE LAS NIEVE;;FREIRE 1067;960200,000000;SALON DE BELLEZA;10/08/2;-73,04603020000;-36,82331470000
273;INDUSTRIAL;1-002288;CARRASCO CARRIEL JAVIER ORLANDO;;CRUZ 720;293000,000000;FABRICA SILENCIADORE;24/09/2001;-73,05412860000;-36,81923630000
274;INDUSTRIAL;1-002290;REYES MORENO NANCY DEL CARMEN;;FREIRE 522;960200,000000;PELUQUERIA;03/10/2001;-73,05281680000;-36,82633470000
275;INDUSTRIAL;1-002300;VEHICULOS DE RENTA LIMITADA;89135000-7;ONGOLMO 1997;452002,000000;TALLER AUTOMOVILES;1;-73,05378660000;-36,80852630000
276;INDUSTRIAL;1-002303;QUINTANA VASQUEZ PEDRO TOMAS;;EJERCITO 319;452002,000000;T.ELECTRICIDAD;29/10/2001;-73,06226040000;-36,81641510000
277;INDUSTRIAL;1-002315;VICTOR MANUEL DELGADO SANCHEZ PANADERIA Y SUPERMERCADO EIRL;52003634-2;MARINA DE CHILE   3145;107100,000000;;;-73,07648110000;-36,80809610000
278;INDUSTRIAL;1-002325;ALVARADO MORALES FRANCISCO ESAU;;JUAN DE DIOS RIVERA;960200,000000;T.TORNERIA MECANICA;;-73,04902320000;-36,80767670000
279;INDUSTRIAL;1-002333;REPARADORA DE CALZADO ADONAI LIMITADA;77703370-0;CAUPOLICAN 556;952300,000000;T.REP DE CALZADO;;-73,05113500000;-36,82605750000
280;INDUSTRIAL;1-002351;MORA PRADENAS LUIS TEODORINDO;;LAS HERAS  430;952900,000000;T. TORNERIA MECANICA;01/01;-73,05588830000;-36,82378410000
281;INDUSTRIAL;1-002356;HINOJOSA BECERRA DIOSMIRA DEL CARMEN;;OROMPELLO 470;0,000000;PELUQUERIA;22/04/2002;-73,04449860000;-36,82450050000
282;INDUSTRIAL;1-002363;GARRIDO SALAZAR SUSSY;;PASAJE 2 2;107100,000000;FABRICACION DE PAN;08/05/2002;-73,02719930000;-36,80005710000
283;INDUSTRIAL;1-002370;TURBODAL S.A..;86771700-5;LAS HERAS  285;452002,000000;T.REPARACIONES;06/06/2002;-73,05801080000;-36,82424130000
284;INDUSTRIAL;1-002373;C0MERCIAL ASSUAN LIMITADA;76696860-0;FREIRE 564;107100,000000;FABRICA DE PASTELES;17/06/;-73,05223140000;-36,82611650000
285;INDUSTRIAL;1-002385;SEPULVEDA RODRIGUEZ RICARDO ENRIQUE;;FREIRE 522;960200,000000;PELUQUERIA;22/07/2002;-73,05281680000;-36,82633470000
286;INDUSTRIAL;1-002391;DÍAZ POHL GUILLERMO GUSTAVO;;LAS HERAS  1993;952900,000000;SERV.TECNICO ELECTRO;31/0;-73,03635390000;-36,81537490000
287;INDUSTRIAL;1-002407;CONCHA CONCHA FRANCISC ENRIQUE;;ONGOLMO 725;259900,000000;TALLER HOJALATERIA;04/09/2002;-73,04501920000;-36,82156180000
288;INDUSTRIAL;1-002413;VICTOR CARTES MUNOZ Y COMPANIA LIMITADA;77467770-4;VICUÑA MACKENNA   963;452002,000000;T.REP;;-73,05335910000;-36,81401090000
289;INDUSTRIAL;1-002415;CONTRERAS CHAVEZ LUCY DEL TRANSITO;;FREIRE 522;960200,000000;PELUQUERIA;24/09/2002;-73,05281680000;-36,82633470000
290;INDUSTRIAL;1-002419;ALARCON Y ALARCON LTDA;76016833-5;BULNES 1099;960200,000000;T.ESTRUCTURAS METALI;09/10/;-73,04868030000;-36,81813070000
291;INDUSTRIAL;1-002427;SOCIEDAD DE SERVICIOS TECNIDIESEL LIMITADA;76407329-0;ONGOLMO 1998;452002,000000;T.REP DE BOMBAS;;-73,05323320000;-36,80840450000
292;INDUSTRIAL;1-002429;PICHÚN TRANAMIL EMA DEL CARMEN;;JERONIMO DE QUIROGA   1795;960200,000000;PELUQUERIA;;-73,04553160000;-36,79080840000
293;INDUSTRIAL;1-002430;SANDOVAL SALAZAR ORLANDO DANIEL;;ANGOL 450;960200,000000;T.DE CALZADO;04/11/2002;-73,05444350000;-36,82897170000
294;INDUSTRIAL;1-002433;CONTRERAS ESCOBAR EMA DEL CARM;;ARGENTINA 810;952200,000000;TALLER ELECTRICO;14/11/20;-73,05573140000;-36,81446230000
295;INDUSTRIAL;1-002435;AGUILAR HEBLES FERNANDO;;TUCAPEL 1426;960200,000000;T.DESABOLLADURA;18/11/2002;-73,05198810000;-36,81504660000
296;INDUSTRIAL;1-002436;FIGUEROA CIFUENTES SERGIO EDDIE ISRAEL;;CASTELLON 1659;960909,000000;TALLER;21/11/20;-73,05539000000;-36,81354000000
297;INDUSTRIAL;1-002447;COMERCIALIZADORA EL CALLAQUI LIMITADA;76033609-2;HERNAN DEL SOLAR   1660;107100,000000;PANADE;;-73,04931970000;-36,79547230000
298;INDUSTRIAL;1-002453;LOZANO VELASQUEZ ERIKA SUSANA;;CAUPOLICAN 560;960200,000000;SALON DE BELLEZA;24/01/2;-73,05142200000;-36,82614400000
299;INDUSTRIAL;1-002456;RAMOS COLOMA HUGO ERNESTO;;VICUÑA MACKENNA   127;960200,000000;T.TORNERIA;30/01;-73,04249930000;-36,80974650000
300;INDUSTRIAL;1-002459;ANANÍAS LLARENA CRISTIAN OMAR;;ANGOL 1280;452002,000000;T.DESABOLLADURA Y PINTURA AUTOMOVILES;;-73,05978170000;-36,82051690000
